2023,Cobol,180,$98001.33,$10368,$690420,N/A,N/A
2023,Prolog,185,$97088.51,$2160,$500000,N/A,N/A
2023,Ada,189,$96672.16,$1800,$500000,N/A,N/A
2023,GDScript,410,$96575.97,$2208,$400000,N/A,N/A
2023,MATLAB,861,$94170.45,$1836,$930000,+$13293.44,+16.44%
2023,Dart,1507,$93302.39,$1000,$840000,+$21434.38,+29.82%
2023,VBA,1241,$91597.63,$2000,$600000,+$15834.71,+20.9%
2023,Delphi,1009,$91154.12,$1000,$990000,+$20541.11,+29.09%
2023,Visual Basic (.Net),1368,$90421.76,$1500,$500000,N/A,N/A
2023,PHP,6014,$85176.78,$1000,$924000,+$16362.57,+23.78%
2023,Zig,215,$143044.52,$5280,$940000,N/A,N/A
2023,Erlang,394,$134925.55,$17280,$850000,+$13149.29,+10.8%
2023,Go,5221,$133097.73,$1000,$1000000,+$19295.09,+16.95%
2023,Scala,1197,$132585.14,$3400,$842400,+$9614.14,+7.82%
2023,F#,379,$131797.98,$4576,$700000,+$17443.09,+15.25%
2023,Ruby,2866,$130725.13,$2160,$1000000,+$18327.64,+16.31%
2023,Clojure,545,$130458.14,$2000,$860000,+$9027.68,+7.43%
2023,Objective-C,885,$130067.8,$1000,$1000000,+$20618.37,+18.84%
2023,Elixir,1027,$128259.14,$1500,$925000,+$17524.11,+15.83%
2023,Rust,4273,$127060.73,$1000,$1000000,+$14475.27,+12.86%
2023,Perl,949,$125523.42,$3996,$1000000,+$10527.38,+9.15%
2023,OCaml,188,$123589,$1836,$725000,+$7093.72,+6.09%
2023,Swift,1717,$122399.82,$1000,$1000000,+$22920.33,+23.04%
2023,Groovy,1523,$120976.01,$1000,$842400,+$14236.33,+13.34%
2023,Haskell,491,$120157.83,$4576,$725000,+$17663.2,+17.23%
2023,Lisp,442,$119826.41,$5400,$1000000,N/A,N/A
2023,Bash/Shell (all shells),12859,$117613.46,$1000,$1000000,N/A,N/A
2023,Solidity,377,$117180.99,$1000,$1000000,+$18970.01,+19.32%
2023,Assembly,1159,$117135,$1296,$1000000,+$12880.48,+12.35%
2023,C++,5934,$116598.43,$1080,$1000000,+$18864.6,+19.3%
2023,Python,16154,$114668.18,$1000,$1000000,+$17845.73,+18.43%
2023,Kotlin,3092,$114020.24,$1000,$950400,+$19165,+20.2%
2023,Crystal,144,$113871.23,$2000,$481000,+$5715.91,+5.28%
2023,Lua,1820,$112726.34,$1080,$950400,+$11416.29,+11.27%
2023,C,4701,$111798.76,$1000,$1000000,+$17572.44,+18.65%
2023,Julia,298,$110542.31,$1000,$700000,+$12381.6,+12.61%
2023,Apex,236,$109832.05,$2000,$310000,N/A,N/A
2023,TypeScript,15223,$109191.28,$1000,$1000000,+$18302.53,+20.14%
2023,Java,9400,$109004.51,$1000,$970000,+$16537.17,+17.88%
2023,SQL,18350,$106787.38,$1000,$1000000,+$17725.9,+19.9%
2023,PowerShell,5341,$106081.52,$1000,$924000,+$13743.98,+14.88%
2023,JavaScript,22430,$105461.28,$1000,$1000000,+$17861.75,+20.39%
2023,R,1250,$104860.05,$1296,$1000000,+$17842.11,+20.5%
2023,C#,9987,$103610.47,$1000,$1000000,+$16089.16,+18.38%
2023,Fortran,299,$102623.15,$2500,$500000,+$3831.86,+3.88%
2023,HTML/CSS,18045,$101785.92,$1000,$1000000,+$17607.52,+20.92%
2023,SAS,138,$101036.27,$2600,$300000,+$5273.78,+5.51%
2022,Swift,1342,$99479.49,$1000,$650000,-$11073.51,-10.02%
2022,Fortran,229,$98791.29,$1000,$1000000,N/A,N/A
2022,Solidity,281,$98210.98,$1000,$1000000,N/A,N/A
2022,Julia,330,$98160.72,$1000,$1000000,-$17295.1,-14.98%
2022,C++,4287,$97733.83,$1000,$1000000,-$4110.16,-4.04%
2022,Python,11441,$96822.44,$1000,$1000000,-$7968.48,-7.6%
2022,SAS,122,$95762.5,$1000,$1000000,N/A,N/A
2022,Kotlin,2222,$94855.24,$1000,$1000000,-$6045.96,-5.99%
2022,C,3400,$94226.32,$1000,$1000000,-$8478.11,-8.25%
2022,COBOL,161,$93486.24,$1000,$1000000,-$16293.62,-14.84%
2022,Java,7540,$92467.33,$1000,$1000000,-$7469.41,-7.47%
2022,PowerShell,3697,$92337.54,$1000,$1000000,-$11914.02,-11.43%
2022,TypeScript,10501,$90888.75,$1000,$1000000,-$9902.52,-9.82%
2022,SQL,13951,$89061.48,$1000,$1000000,-$8912.38,-9.1%
2022,JavaScript,17106,$87599.52,$1000,$1000000,-$9554.64,-9.83%
2022,C#,7668,$87521.31,$1000,$1000000,-$7875.62,-8.26%
2022,R,1032,$87017.94,$1000,$1000000,-$8235.82,-8.65%
2022,HTML/CSS,13761,$84178.4,$1000,$1000000,-$11270.28,-11.81%
2022,MATLAB,662,$80877.01,$1000,$1000000,N/A,N/A
2022,VBA,1164,$75762.92,$1000,$1000000,-$15895.08,-17.34%
2022,Dart,1070,$71868.02,$1000,$700000,-$8855.65,-10.97%
2022,Delphi,807,$70613.01,$1000,$1000000,-$6353.79,-8.26%
2022,PHP,4725,$68814.21,$1000,$1000000,-$11712.44,-14.54%
2022,Scala,827,$122971,$1000,$1000000,-$6172.4,-4.78%
2022,Erlang,289,$121776.25,$1000,$1000000,-$8917.14,-6.82%
2022,Clojure,557,$121430.46,$1000,$890000,-$9490.29,-7.25%
2022,OCaml,103,$116495.28,$1000,$1000000,N/A,N/A
2022,Perl,686,$114996.04,$1000,$1000000,+$26.43,+.02%
2022,F#,319,$114354.89,$1000,$1000000,-$16207.04,-12.41%
2022,Go,3403,$113802.64,$1000,$1000000,-$7315.93,-6.04%
2022,Rust,2389,$112585.46,$1000,$1000000,-$6472.14,-5.44%
2022,Ruby,2243,$112397.49,$1000,$1000000,-$5012.86,-4.27%
2022,Elixir,792,$110735.03,$1000,$1000000,-$4109.57,-3.58%
2022,LISP,292,$110579.38,$1000,$1000000,-$1582.96,-1.41%
2022,Objective-C,710,$109449.43,$1000,$1000000,-$2425.58,-2.17%
2022,Crystal,123,$108155.31,$1000,$1000000,-$7548.24,-6.52%
2022,Groovy,1166,$106739.68,$1000,$1000000,-$14172.68,-11.72%
2022,Assembly,843,$104254.52,$1000,$1000000,-$5628.61,-5.12%
2022,Haskell,386,$102494.63,$1000,$1000000,-$9973.81,-8.87%
2022,Bash/Shell,9085,$102047.67,$1000,$1000000,-$8297.28,-7.52%
2022,Lua,851,$101310.05,$1000,$1000000,N/A,N/A
2021,Java,8951,$99936.74,$1000,$1000000,+$2181.46,+2.23%
2021,Node.js,10353,$98627.27,$1000,$1000000,N/A,N/A
2021,SQL,15232,$97973.85,$1010.4,$1000000,+$497.9,+.51%
2021,JavaScript,19845,$97154.17,$1000,$1000000,+$957.03,+.99%
2021,HTML/CSS,16302,$95448.68,$1017.6,$1000000,+$1177.78,+1.25%
2021,C#,8754,$95396.93,$1000,$1000000,-$2634.26,-2.69%
2021,R,1402,$95253.76,$1070.153,$1000000,-$3785.17,-3.82%
2021,VBA,1501,$91658,$1099.2,$1000000,+$1086.56,+1.2%
2021,Matlab,921,$88688.97,$1000,$1000000,N/A,N/A
2021,Dart,1177,$80723.67,$1099.2,$1000000,-$7352.35,-8.35%
2021,PHP,5859,$80526.65,$1010.4,$1000000,-$1859.5,-2.26%
2021,Delphi,656,$76966.79,$1099.2,$1000000,N/A,N/A
2021,Clojure,823,$130920.75,$1375.2,$1000000,+$33627.05,+34.56%
2021,Erlang,282,$130693.39,$1070.153,$1000000,+$39770.99,+43.74%
2021,F#,354,$130561.94,$2198.4,$1000000,+$40854.53,+45.54%
2021,Scala,923,$129143.4,$1000,$1000000,+$10326.57,+8.69%
2021,Go,3438,$121118.57,$1029.6,$1000000,+$293.43,+.24%
2021,Groovy,1192,$120912.36,$1259.006,$1000000,N/A,N/A
2021,Rust,2188,$119057.6,$1070.153,$1000000,-$5829.09,-4.67%
2021,Ruby,2881,$117410.35,$1070.153,$1000000,+$4849.13,+4.31%
2021,Crystal,165,$115703.55,$2253.6,$1000000,N/A,N/A
2021,Julia,327,$115455.82,$1099.2,$1000000,+$632.7,+.55%
2021,Perl,910,$114969.6,$1070.153,$1000000,-$7151.76,-5.86%
2021,Elixir,755,$114844.6,$1099.2,$1000000,+$31042.03,+37.04%
2021,Haskell,506,$112468.44,$1375.2,$1000000,+$6826.43,+6.46%
2021,LISP,378,$112162.34,$1070.153,$1000000,N/A,N/A
2021,Objective-C,920,$111875.02,$1000,$1000000,-$3397.92,-2.95%
2021,Swift,1531,$110553,$1298.88,$1000000,-$640.58,-.58%
2021,Bash/Shell,9885,$110344.94,$1010.4,$1000000,N/A,N/A
2021,Assembly,1084,$109883.13,$1000,$1000000,+$4978.24,+4.75%
2021,COBOL,139,$109779.86,$2088,$1000000,N/A,N/A
2021,Python,12891,$104790.92,$1029.6,$1000000,+$1201.31,+1.16%
2021,PowerShell,3877,$104251.57,$1099.2,$1000000,N/A,N/A
2021,C,4321,$102704.43,$1000,$1000000,-$3450.06,-3.25%
2021,C++,5255,$101843.99,$1000,$1000000,-$4850.94,-4.55%
2021,Kotlin,2305,$100901.2,$1099.2,$1000000,+$3757.15,+3.87%
2021,TypeScript,10756,$100791.27,$1010.4,$1000000,+$1474.64,+1.48%
2020,TypeScript,6510,$99316.63,$1000,$1000000,+$25363.6,+34.3%
2020,R,1247,$99038.93,$1099.6,$984961.2,+$21587.84,+27.87%
2020,C#,7284,$98031.19,$1000.3,$1000000,+$26410.94,+36.88%
2020,Java,7662,$97755.28,$1000,$1000000,+$24259.96,+33.01%
2020,SQL,12670,$97475.95,$1000,$1000000,+$24847.78,+34.21%
2020,Kotlin,1591,$97144.05,$1000,$985285.05,+$21827.95,+28.98%
2020,JavaScript,15319,$96197.13,$1000,$1000000,+$23855.96,+32.98%
2020,HTML/CSS,13567,$94270.9,$1000,$984961.2,+$24061.3,+34.27%
2020,VBA,1350,$90571.44,$1099.6,$985285.05,+$26395.22,+41.13%
2020,Dart,608,$88076.02,$1099.2,$965255.88,+$17789.28,+25.31%
2020,PHP,4989,$82386.15,$1000,$1000000,+$24929.12,+43.39%
2020,Rust,1219,$124886.68,$1188,$1000000,+$37183.59,+42.4%
2020,Perl,769,$122121.37,$1007.209,$984961.2,N/A,N/A
2020,Go,2337,$120825.14,$1007.209,$1000000,+$25937.25,+27.33%
2020,Scala,930,$118816.84,$1007.209,$985285.05,+$26257.19,+28.37%
2020,Objective-C,884,$115272.94,$1111.2,$985285.05,+$30069.47,+35.29%
2020,Julia,167,$114823.11,$1538.4,$984961.2,N/A,N/A
2020,Ruby,1924,$112561.22,$1007.209,$924631.2,+$23866.61,+26.91%
2020,Swift,1249,$111193.58,$1111.2,$1000000,+$31491.69,+39.51%
2020,C++,4001,$106694.93,$1000.8,$1000000,+$27564.73,+34.83%
2020,C,3326,$106154.49,$1000.8,$1000000,+$29124.38,+37.81%
2020,Haskell,407,$105642.01,$1648.8,$1000000,N/A,N/A
2020,Bash/Shell/PowerShell,8999,$105558.58,$1000.3,$1000000,+$25144.03,+31.27%
2020,Assembly,938,$104904.88,$1167.48,$980670.24,+$28509.47,+37.32%
2020,Python,9380,$103589.61,$1000,$1000000,+$23804.44,+29.84%
2019,Clojure,682,$97293.71,$1000,$1000000,N/A,N/A
2019,Go,3757,$94887.9,$1000,$800000,N/A,N/A
2019,WebAssembly,398,$92939.16,$1000,$750000,N/A,N/A
2019,Scala,1673,$92559.65,$1000,$924000,N/A,N/A
2019,Erlang,340,$90922.41,$1000,$406400,N/A,N/A
2019,F#,460,$89707.4,$1000,$980000,N/A,N/A
2019,Ruby,3900,$88694.62,$1000,$1000000,N/A,N/A
2019,Rust,1238,$87703.1,$1000,$900000,N/A,N/A
2019,Objective-C,1884,$85203.47,$1000,$950000,N/A,N/A
